사업장명칭,주사육업종,사업장소재지(지번),사업장소재지(도로명),데이터기준일
이숙환 농장,종계/산란계,경상북도 안동시 풍산읍 현애리 10번지 5호  ,,2025-11-25
산촌청계,종계/산란계,경상북도 안동시 북후면 연곡리 442번지 1호 외 1필지 ,경상북도 안동시 북후면 연곡큰들길 62,2025-11-25
완이네농장,한우,경상북도 안동시 수상동 323번지  ,경상북도 안동시 뱃가골길 103 (수상동),2025-11-25
이순칠농장,한우,경상북도 안동시 서후면 이개리 802번지  ,경상북도 안동시 서후면 백현길 23-46,2025-11-25
다모아농장,한우,경상북도 안동시 남후면 상아리 92번지  ,경상북도 안동시 남후면 아곡길 398-81,2025-11-25
안동한국축산,한우,경상북도 안동시 이천동 610번지  ,"경상북도 안동시 두우티길 123, (이천동 620-1,620-4,621-6) (이천동)",2025-11-25
한철농장,육계,경상북도 안동시 서후면 대두서리 136번지  ,경상북도 안동시 서후면 생명의콩길 318,2025-11-25
민서축산,돼지,경상북도 안동시 와룡면 서현리 238번지  ,경상북도 안동시 와룡면 와북로 659-50,2025-11-25
권용국농장,한우,경상북도 안동시 서후면 이개리 797번지 3호  ,경상북도 안동시 서후면 백현길 23-38,2025-11-25
권영도농장,한우,경상북도 안동시 풍산읍 매곡리 501번지 1호  ,경상북도 안동시 풍산읍 매산길 37-10,2025-11-25
와룡드림농원,육계,경상북도 안동시 와룡면 서현리 106번지 1호  ,경상북도 안동시 와룡면 감애구송로 323-50,2025-11-25
재일농장,한우,경상북도 안동시 서후면 성곡리 948번지  ,"경상북도 안동시 서후면 봉림사지길 162, (성곡리 948)",2025-11-25
"최진수,강숙난 농장",한우,경상북도 안동시 북후면 도촌리 690번지  ,"경상북도 안동시 북후면 장골길 46, (도촌리 690)",2025-11-25
원우,한우,경상북도 안동시 녹전면 원천리 687번지  ,"경상북도 안동시 녹전면 예봉로 846-47, (원천리 687)",2025-11-25
조용기농장,한우,경상북도 안동시 서후면 저전리 489번지  ,,2025-11-25
신흥농장,한우,경상북도 안동시 와룡면 이상리 526번지 7호  ,"경상북도 안동시 와룡면 샘골길 127-45, (이상리 526-7, 526-8)",2025-11-25
호크밸리2,한우,경상북도 안동시 녹전면 매정리 761번지  ,"경상북도 안동시 녹전면 고정길 86, (매정리 761)",2025-11-25
재인농장,한우,경상북도 안동시 녹전면 사천리 679번지 1호  ,경상북도 안동시 녹전면 예봉로 722-24,2025-11-25
박영석농장,한우,경상북도 안동시 풍천면 하회리 880번지 1호  ,"경상북도 안동시 풍천면 밀골길 57, (하회리 878-3)",2025-11-25
선실농장,한우,경상북도 안동시 북후면 연곡리 1019번지  ,경상북도 안동시 북후면 영상길 81-35,2025-11-25
신기축산1호농장,한우,경상북도 안동시 녹전면 신평리 1010번지  ,"경상북도 안동시 녹전면 녹전로 743-21, (녹전면 1010, 1009-1)",2025-11-25
아름농장,한우,경상북도 안동시 풍천면 금계리 773번지  ,경상북도 안동시 풍천면 풍일로 862-45,2025-11-25
석농장,한우,경상북도 안동시 남선면 현내리 720번지  ,"경상북도 안동시 남선면 놉실로 349-18, (현내리 720-1)",2025-11-25
권미자농장,한우,경상북도 안동시 풍천면 광덕리 936번지 1호  ,경상북도 안동시 풍천면 광디길 107-8,2025-11-25
권형득 농장,한우,경상북도 안동시 풍산읍 수곡리 329번지  ,경상북도 안동시 풍산읍 산음길 25-2,2025-11-25
권대박 농장,한우,경상북도 안동시 일직면 망호리 277번지 외 1필지(278번지) ,,2025-11-25
와우농장,한우,경상북도 안동시 길안면 천지리 681번지 2호 외 1필지(680번지 3호) ,경상북도 안동시 길안면 천지1길 29,2025-11-25
이상경 농장,한우,경상북도 안동시 와룡면 주하리 669번지 2호  ,경상북도 안동시 와룡면 태리금산로 275-38,2025-11-25
성무열 농장,한우,경상북도 안동시 풍천면 광덕리 467번지  ,경상북도 안동시 풍천면 광디길 83-20,2025-11-25
이원기 농장,한우,경상북도 안동시 남선면 도로리 187번지  ,경상북도 안동시 남선면 갈라산길 157-8,2025-11-25
대명농장,한우,경상북도 안동시 길안면 만음리 4번지  ,경상북도 안동시 길안면 명덕길 18-104,2025-11-25
해뜨락 농원,종계/산란계,경상북도 안동시 풍천면 신성리 33번지  ,경상북도 안동시 풍천면 봉호로 3333-33,2025-11-25
최충섭 농장,한우,경상북도 안동시 서후면 재품리 474번지  ,경상북도 안동시 서후면 백현길 242-23,2025-11-25
농업회사법인 주식회사 강촌축산,돼지,경상북도 안동시 와룡면 서현리 235번지  ,경상북도 안동시 와룡면 와북로 659-54,2025-11-25
도담농장,한우,경상북도 안동시 서후면 명리 186번지 1호  ,경상북도 안동시 서후면 명이개길 67-5,2025-11-25
고향농장,한우,경상북도 안동시 서후면 대두서리 308번지  ,경상북도 안동시 서후면 생명의콩길 212-13,2025-11-25
백조 농장,한우,경상북도 안동시 서후면 광평리 1102번지  ,경상북도 안동시 서후면 개목사길 177-87,2025-11-25
순흥농장,한우,"경상북도 안동시 와룡면 주하리 451번지 1호 , 451-2, 451 ",경상북도 안동시 와룡면 신그네길 91,2025-11-25
JS농장,육계,경상북도 안동시 도산면 의일리 47번지  ,,2025-11-25
명진농장,한우,"경상북도 안동시 일직면 명진리 217번지 2호 , 217-1 ",경상북도 안동시 일직면 덕동안길 27,2025-11-25
능실 농장,한우,경상북도 안동시 녹전면 서삼리 705번지  ,경상북도 안동시 녹전면 능실길 49-42,2025-11-25
덕동농장,한우,경상북도 안동시 일직면 명진리 218번지  ,경상북도 안동시 일직면 덕동안길 34,2025-11-25
미화네 농장,한우,경상북도 안동시 와룡면 지내리 158번지 1호  ,경상북도 안동시 와룡면 농암로 325-22,2025-11-25
정기영 농장,한우,경상북도 안동시 풍산읍 죽전리 450번지  ,경상북도 안동시 풍산읍 죽전길 649,2025-11-25
대우농장,한우,경상북도 안동시 녹전면 죽송리 263번지  ,경상북도 안동시 녹전면 죽송길 146,2025-11-25
류조기농장,한우,경상북도 안동시 임동면 박곡리 83번지  ,경상북도 안동시 임동면 메사골길 102,2025-11-25
박점보,한우,경상북도 안동시 와룡면 서현리 40번지  ,경상북도 안동시 와룡면 감애구송로 293-46,2025-11-25
남병호 농장,한우,경상북도 안동시 풍산읍 신양리 940번지 2호  ,경상북도 안동시 풍산읍 안신양길 38,2025-11-25
지제이농장,한우,경상북도 안동시 와룡면 이하리 633번지 1호  ,경상북도 안동시 와룡면 율미골길 97,2025-11-25
율미한우,한우,경상북도 안동시 와룡면 이하리 641번지 1호  ,경상북도 안동시 와룡면 율미골길 91-12,2025-11-25
손진흠농장,한우,경상북도 안동시 와룡면 감애리 24번지  ,경상북도 안동시 와룡면 감애구송로 152-45,2025-11-25
석바우농장,한우,경상북도 안동시 녹전면 신평리 1042번지 1호  ,"경상북도 안동시 녹전면 녹지로 809, (신평리 1042-1)",2025-11-25
수찬농장,한우,경상북도 안동시 풍천면 광덕리 1011번지  ,"경상북도 안동시 풍천면 안사풍천길 1989-11, (광덕리 1011)",2025-11-25
김분선 농장,한우,경상북도 안동시 서후면 이개리 476번지  ,"경상북도 안동시 서후면 이개와우실길 51-9, (이개리 476)",2025-11-25
이홍식농장,한우,경상북도 안동시 서후면 명리 278번지  ,경상북도 안동시 서후면 학가산온천길 129,2025-11-25
황병언 2농장,한우,경상북도 안동시 서후면 광평리 609번지  ,"경상북도 안동시 서후면 광평2길 29-17, (광평리 609)",2025-11-25
대일농장,한우,"경상북도 안동시 이천동 49번지 3호 , 49-5 ","경상북도 안동시 율미골길 170, 174 (이천동)",2025-11-25
화산번식우,한우,경상북도 안동시 와룡면 감애리 652번지 11호 (통골길 73) ,,2025-11-25
권오경 농장,한우,경상북도 안동시 남후면 검암리 721번지  ,경상북도 안동시 남후면 모운사길 26-37,2025-11-25
최홍섭 농장,한우,경상북도 안동시 서후면 대두서리 101번지 (생명의콩길 285-25) ,,2025-11-25
하이마농장,한우,경상북도 안동시 서후면 광평리 1103번지  ,경상북도 안동시 서후면 개목사길 177-91,2025-11-25
녹계농장,육계,경상북도 안동시 녹전면 구송리 531번지  ,경상북도 안동시 녹전면 죽송길 187,2025-11-25
김부귀 농장,한우,경상북도 안동시 녹전면 구송리 249번지  ,경상북도 안동시 녹전면 구단길 51-1,2025-11-25
두꺼비 농장,종계/산란계,경상북도 안동시 와룡면 서현리 52번지  ,,2025-11-25
형제농장,한우,경상북도 안동시 북후면 물한리 472번지  ,경상북도 안동시 북후면 영상조은들길 144,2025-11-25
오천농장,돼지,경상북도 안동시 일직면 국곡리 105번지  ,"경상북도 안동시 일직면 풍일로 1888-32, (국곡리 산 156-2)",2025-11-25
우진농장,한우,경상북도 안동시 녹전면 사천리 680번지  ,경상북도 안동시 녹전면 예봉로 722-30,2025-11-25
호찬농장,육계,경상북도 안동시 서후면 저전리 227번지  ,경상북도 안동시 서후면 저전오산길 176-25,2025-11-25
이선용 농장,한우,"경상북도 안동시 임동면 고천리 559번지 3호 ,561 ",경상북도 안동시 임동면 고천덕강길 55-99,2025-11-25
통골농장,육계,경상북도 안동시 와룡면 가구리 340번지  ,경상북도 안동시 와룡면 가메기길 127-24,2025-11-25
좋은농장,한우,경상북도 안동시 북후면 물한리 477번지 2호  ,경상북도 안동시 북후면 영상조은들길 129,2025-11-25
하니농장,한우,경상북도 안동시 일직면 망호리 199번지  ,경상북도 안동시 일직면 지실들길 26-39,2025-11-25
손호건 농장,한우,경상북도 안동시 서후면 재품리 767번지  ,,2025-11-25
권종수농장,한우,경상북도 안동시 녹전면 신평리 40번지  ,"경상북도 안동시 녹전면 이현길 375, (신평리 40)",2025-11-25
최점석 농장,한우,경상북도 안동시 와룡면 가야리 660번지  ,경상북도 안동시 와룡면 가야길 286-87,2025-11-25
안동민속한우 영농조합법인(라온케이한우농업회사법인(주)위탁),한우,경상북도 안동시 서후면 명리 199번지  ,경상북도 안동시 서후면 명이개길 101,2025-11-25
장금애 농장,한우,경상북도 안동시 일직면 구천리 351번지  ,경상북도 안동시 일직면 구천길 156-50,2025-11-25
영극 농장2,한우,경상북도 안동시 북후면 도촌리 210번지  ,"경상북도 안동시 북후면 모산미길 53-81, (도촌리 210)",2025-11-25
백오팜,돼지,경상북도 안동시 길안면 송사리 12번지  ,경상북도 안동시 길안면 명곡길 5-60,2025-11-25
천병인농장,한우,경상북도 안동시 임동면 마리 49번지  ,경상북도 안동시 임동면 가느래이설길 583,2025-11-25
가온농장,한우,경상북도 안동시 일직면 귀미리 43번지  ,경상북도 안동시 일직면 일직점곡로 370-59,2025-11-25
영호농장2,한우,경상북도 안동시 풍천면 광덕리 948번지  ,,2025-11-25
권덕호 농장,한우,경상북도 안동시 서후면 이개리 312번지 6호  ,,2025-11-25
정대수 농장,육계,경상북도 안동시 이천동 223번지  ,경상북도 안동시 윗지르내길 29-176(이천동),2025-11-25
이원희 농장,한우,경상북도 안동시 임동면 고천리 269번지  ,경상북도 안동시 임동면 고천지촌로 240-54,2025-11-25
권순협 농장,한우,경상북도 안동시 남선면 원림리 806번지 2호  ,경상북도 안동시 남선면 토갓길 34,2025-11-25
권봉수 2농장,한우,경상북도 안동시 서후면 이개리 86번지  ,경상북도 안동시 서후면 명이개길 169-9,2025-11-25
배두석 농장,한우,경상북도 안동시 서후면 태장리 567번지 2호  ,경상북도 안동시 서후면 풍산태사로 3156,2025-11-25
산약소 2농장,한우,경상북도 안동시 녹전면 서삼리 927번지  ,경상북도 안동시 녹전면 서삼길 63-8,2025-11-25
석수축산,한우,경상북도 안동시 임하면 신덕리 1294번지 1호  ,"경상북도 안동시 임하면 이덕길 36-171, (신덕리 1294-1)",2025-11-25
김진성 2농장,한우,경상북도 안동시 일직면 원호리 313번지  ,"경상북도 안동시 일직면 감시골길 15-102, (원호리 313)",2025-11-25
안양호 농장,염소,경상북도 안동시 일직면 용각리 산 91번지 1호  ,,2025-11-25
신문향농장,염소,경상북도 안동시 예안면 기사리 산 18번지  ,경상북도 안동시 예안면 기사호반길 127-84,2025-11-25
우명국농장,한우,경상북도 안동시 풍산읍 현애리 219번지 13호  ,경상북도 안동시 풍산읍 현애길 152-37,2025-11-25
이순희 농장,육계,경상북도 안동시 길안면 금곡리 281번지  ,경상북도 안동시 길안면 미내소일길 419-4,2025-11-25
이춘웅 농장,육계,경상북도 안동시 정상동 702번지  ,경상북도 안동시 아늑길 355 (정상동),2025-11-25
권순동 농장,한우,경상북도 안동시 와룡면 태리 661번지 1호  ,경상북도 안동시 와룡면 금학길 86-46,2025-11-25
식일농장2,한우,"경상북도 안동시 서후면 태장리 175번지 , 176 ",경상북도 안동시 서후면 저전2길 157,2025-11-25
강원남농장,육계,경상북도 안동시 송현동 127번지  ,,2025-11-25
황정희 농장,한우,경상북도 안동시 남후면 광음리 495번지  ,경상북도 안동시 남후면 감재길 135,2025-11-25
육행자 농장,한우,경상북도 안동시 풍산읍 마애리 418번지 2호  ,경상북도 안동시 풍산읍 시우실길 119,2025-11-25
전창기 농장,한우,경상북도 안동시 서후면 명리 135번지  ,경상북도 안동시 서후면 학가산온천길 195-59,2025-11-25
김종철 농장,한우,경상북도 안동시 북후면 석탑리 1124번지  ,경상북도 안동시 북후면 구둠실길 52,2025-11-25
